Polar_expression,Polarity
pene,0.8333333333333334
vant,0.8333333333333334
banens beste spiller,0.8333333333333334
"banens beste spiller , ble byttet ut 12 minutter etter pause",0.3333333333333333
maktet aldri å skape noe trøkk foran Ørjan Håskjold Nyland,0.3333333333333333
hjemmelaget maktet aldri å skape noe trøkk foran,
Norges svakeste,0.3333333333333333
5,0.8333333333333334
Hadde merkelig lite å gjøre,0.3333333333333333
Holdt konsentrasjonen oppe,0.8333333333333334
maste hele tiden på fireren foran seg,0.8333333333333334
5,0.8333333333333334
Ivrig offensivt,0.8333333333333334
grei kontroll bakover,0.8333333333333334
kvikke ben,0.8333333333333334
rydder,0.8333333333333334
fart,0.8333333333333334
6,1.0
Solid i begge ender av banen,0.8333333333333334
avgjørende med sin heading etter Johansens corner,0.8333333333333334
Langt mer trygg og solid,0.3333333333333333
Langt mer trygg og solid enn mot Estland,0.8333333333333334
5,0.8333333333333334
God i oppspillsfasen,0.8333333333333334
presise venstrefot,0.8333333333333334
Flink til å lese spillet,0.8333333333333334
leverte han bedre enn mot Estland,0.8333333333333334
leverte han bedre enn mot Estland,0.8333333333333334
6,1.0
Konsentrert,0.8333333333333334
trygg hele veien,0.8333333333333334
bunnsolid,1.0
4,0.5
For mange feilpasninger,0.3333333333333333
til tider stresset,
Ingen god landskamp,0.3333333333333333
denne gang ikke ble byttet ut,0.3333333333333333
5,0.8333333333333334
Posisjonerte seg ofte riktig,0.8333333333333334
fanget opp en rekke baller,0.8333333333333334
Løste oppgaven som ryddegutt greit,0.5
stygg tversoverpasning,0.3333333333333333
6,1.0
Arkitekten,0.8333333333333334
slo corneren som ga 0 - 1,0.8333333333333334
Spilte seg stort opp,0.8333333333333334
svake prestasjonen mot Estland,0.3333333333333333
Løp mye,0.8333333333333334
6,1.0
Norges beste - som sist,1.0
Flink,0.8333333333333334
Viste kapasiteten med et fantastisk raid,1.0
Overraskende byttet ut få minutter senere,
Da ble Norge klart svakere,0.3333333333333333
4,0.5
Gult kort for filming allerede etter et kvarter,
Burde sentret,0.3333333333333333
Burde,0.3333333333333333
5,0.8333333333333334
Sterk i lufta,0.8333333333333334
slo også keeperen i en duell i boksen,0.8333333333333334
Mindre involvert,0.3333333333333333
3,0.16666666666666666
leverte ingen stor prestasjon,0.3333333333333333
Fikk gult kort tre minutter senere,0.3333333333333333
vemod,0.5
Nytelse,0.8333333333333334
vil sårt savne,0.8333333333333334
verdig svanesang,0.8333333333333334
utvilsomt et av høydepunktene,0.8333333333333334
Mindre,0.8333333333333334
Mindre,0.8333333333333334
Mindre,0.8333333333333334
dristig,0.8333333333333334
mer,0.8333333333333334
mer,0.8333333333333334
lødig,0.8333333333333334
Samt politisk brennstoff,0.8333333333333334
opplagt,0.8333333333333334
Heldigvis holdes,0.8333333333333334
ambisiøs,0.8333333333333334
mystisk,0.8333333333333334
grufull,0.8333333333333334
pulls it off,0.8333333333333334
Godt gjort,0.8333333333333334
Vel blåst,0.8333333333333334
takk !,0.8333333333333334
tidenes beste spill,1.0
klassikeren,0.8333333333333334
ikke akkurat fremmed for å tjene penger på spillene sine flere ganger,0.16666666666666666
Alle nye konsoller,0.3333333333333333
mulig å småbrumme litt i skjegget for dette,0.3333333333333333
grenser for hvor sur det er mulig å være,0.5
totalrenovert,1.0
"mer levende grafikk , 3D-bilder og skreddersydd 3DS-spillbarhet",0.8333333333333334
mer levende,0.8333333333333334
"friskt , lekkert dryss",0.8333333333333334
svært mange mener er tidenes beste,1.0
ikke overdriver,0.8333333333333334
udiskutable,1.0
fantastisk,1.0
helt fantastisk spill,1.0
det alene er ikke nok til å få meg til å kjøpe en 3DS,0.16666666666666666
deilig,1.0
"får den ene nye , herlige egenskapen etter den andre",1.0
"Puzzles , action , skattejakt , bosskamper , givende sideoppdrag , spenning og utforsking av blendende vakre miljøer i skjønn forening",1.0
givende,0.8333333333333334
blendende vakre,1.0
uhyre vellaget,1.0
svært givende,1.0
rett og slett ikke helt forberedt på hvor dypt inn i hjerterota,1.0
Etter bare noen minutter,1.0
følelse som ikke bare vedvarte - men som også økte i styrke jo lenger inn i spillet jeg kom,1.0
villig til å betale for,1.0
fungerer stort sett strålende i 3D,1.0
for lange økter,0.3333333333333333
Hvor ble det av energien ?,0.3333333333333333
forblåst ørkenrock og feststemt mariachi-musikk vært blandingen som fungerte utmerket,1.0
utmerket,1.0
mer neddempet,0.3333333333333333
viskes også mye av særpreget ut,0.3333333333333333
skingrer ikke,0.3333333333333333
"kan ses , men ikke føles",0.3333333333333333
Ikke,0.5
ikke den,0.3333333333333333
Er du fornøyd med Calexico,0.8333333333333334
fortsatt gjenkjennelige,0.8333333333333334
tyngdepunktet er endret,0.16666666666666666
trenger noen slike avstikkere for ikke å bli forutsigelige,0.8333333333333334
Sterkt fra start,0.8333333333333334
Dessverre faller,0.3333333333333333
kapret massive mengder velfortjent blogg- og hypeterreng,0.8333333333333334
kapret massive mengder velfortjent blogg- og hypeterreng,0.8333333333333334
udiskutabelt høydepunkt,1.0
sparker,1.0
"kort , konsis og perfeksjonert",1.0
"kort , konsis og perfeksjonert musikk",1.0
sparker de fire første låtene ( og til dels de to påfølgende ) i gang,1.0
sparker,0.8333333333333334
til dels,0.8333333333333334
umulig å ikke la seg gripe av,0.8333333333333334
nettopp denne nerven No Age mister,0.3333333333333333
nettopp denne nerven No Age mister mot slutten,0.3333333333333333
rett og slett for anonym og innadvendt,0.3333333333333333
for all del fine,0.8333333333333334
blir for mye av det,0.3333333333333333
nevnes spesielt,0.8333333333333334
formidles sårhet og håpløshet på en ny måte,0.8333333333333334
absolutt beste,1.0
mye av æren,0.8333333333333334
til tider blir masete og nasal,0.8333333333333334
sniker seg langt godt under huden,0.8333333333333334
kunne levd godt på det uten de seks siste låtene,0.3333333333333333
kunne levd godt på det uten de seks siste låtene,0.8333333333333334
Overbevisende,0.8333333333333334
lovende,0.8333333333333334
Maria Mena har utviklet seg både som låtskriver og artist,0.8333333333333334
utviklet seg både som låtskriver og artist,0.8333333333333334
solid gjennombrudd,0.8333333333333334
solgte over 40000,0.8333333333333334
variert,0.8333333333333334
meget god,0.8333333333333334
vakre duetten,0.8333333333333334
gode,0.8333333333333334
varierte,
"gode og varierte låter i et fengende , melodisk poplandskap",0.8333333333333334
gode,0.8333333333333334
gode,0.8333333333333334
gode,0.8333333333333334
viser også sin styrke i balladen « Shadow »,0.8333333333333334
viser også sin styrke,0.8333333333333334
"gode raske sanger som « You're The Only One « , « Just A Little Bit » og « Sorry »",0.8333333333333334
mer modent uttrykk,0.8333333333333334
overbeviser,0.8333333333333334
viser Menas styrke som artist og formidler,0.8333333333333334
"befester Maria Menas stilling som en av våre unge , dyktige låtskrivere",0.8333333333333334
dyktige låtskrivere,0.8333333333333334
Kultivert,0.8333333333333334
Kultivert underholdning,0.8333333333333334
fremragende,1.0
hadde sin uro og sine svingninger,0.3333333333333333
stabiliserte seg til fortrolighet,0.8333333333333334
solid,0.8333333333333334
fengslende,0.8333333333333334
rørende,0.8333333333333334
hjelper selvfølgelig at stammingen er kongelig,0.8333333333333334
føles lett,0.8333333333333334
myndig,0.8333333333333334
disiplinert,0.8333333333333334
"når myndighet og disiplin brukes med stor kløkt , føles den lett",0.8333333333333334
"helt rette blandingen av kunnskap , klokskap og ironi",0.8333333333333334
lysende,1.0
har en form for indre glorie,1.0
tolket av de mest fornemme skuespillerkrefter,1.0
samme disiplinen og avklarede myndigheten som finnes i regien,0.8333333333333334
disiplinen og avklarede myndigheten,0.8333333333333334
Kultivert underholdning !,1.0
Kultivert,1.0
nominert til hele tolv – 12 – Oscar-priser,1.0
Takk for følget,0.3333333333333333
det har vært ti hyggelige år,1.0
hyggelige,0.8333333333333334
"gode minner fra Norge , og vise versa",0.8333333333333334
strevd forgjeves i forsøket på å redefinere seg selv som relevante,0.3333333333333333
hverken funky eller leken,0.6666666666666666
svært mørk,0.3333333333333333
nesten svartere enn Massive Attack på sitt dystreste,0.3333333333333333
bygd mer opp rundt løsrevne stemninger enn låter,0.3333333333333333
"ikke engang Rollos søster , Dido , kan redde i tittellåten med sin englestemme",0.3333333333333333
englestemme,1.0
svanesang,0.3333333333333333
Vakker,0.8333333333333334
overbevisende jobb,0.8333333333333334
"Skambankt gjorde en overbevisende jobb , var ikke",0.8333333333333334
fungerer like godt en varm sommernatt,0.8333333333333334
melankolske høstpop fungerer like godt en varm sommernatt,0.8333333333333334
"så fornøyd , så fornøyd med det hele",0.8333333333333334
ustoppelige takk til publikum ble nesten for mye av det gode,0.16666666666666666
godt å se,0.8333333333333334
gleder seg over å stå på en scene,0.8333333333333334
overrasket over at det går bra,0.8333333333333334
"uttrykt ønske om å skape magi , og klarte det tidvis",0.5
sviktet,0.3333333333333333
"sviktet , var Silje Salomonsens koring",0.3333333333333333
"sviktet , var Silje Salomonsens koring",0.3333333333333333
"sviktet , var Silje Salomonsens koring",0.3333333333333333
litt spinkel,0.16666666666666666
dårlig,0.3333333333333333
nesten forsvant,0.3333333333333333
litt spinkel stemme,0.16666666666666666
hjelper det ikke,0.3333333333333333
satt heller ikke helt,0.3333333333333333
funket kanskje helt framme ved scenen,0.5
skulle ikke langt bakover før publikumsrøstene forstummet,0.3333333333333333
fin avslutning,0.8333333333333334
fin,0.8333333333333334
slo som seige havdønninger mot,0.8333333333333334
svært så samspilte,0.8333333333333334
svært så samspilte,0.8333333333333334
svært så samspilte,0.8333333333333334
svært så samspilte,0.8333333333333334
svært så samspilte,0.8333333333333334
Ikke minst,0.8333333333333334
Uendelig vakkert,1.0
"ikke minst kombinert med en varm , sørlandsk sommernatt",0.8333333333333334
verdig,0.8333333333333334
verdig punktum,0.8333333333333334
morsom,0.8333333333333334
festlig,0.8333333333333334
enerverende,0.3333333333333333
mer absurd enn platt,0.8333333333333334
Mer Monty Python enn Benny Hill,0.8333333333333334
uforløst,0.3333333333333333
mindre gjennomarbeidet enn nødvendig,0.3333333333333333
norsk tungrocks fremste humorist,1.0
Litt for frie,0.3333333333333333
umiddelbare rock-hymnene,0.8333333333333334
gigantiske øyeblikk,1.0
lander på den rette siden,0.8333333333333334
umiddelbare rock-hymnene,0.8333333333333334
umiddelbare rock-hymnene,0.8333333333333334
umiddelbare rock-hymnene,0.8333333333333334
gigantiske øyeblikk,1.0
gigantiske øyeblikk,1.0
gigantiske øyeblikk,1.0
"umiddelbare rock-hymnene ( "" Muscle Museum "" , "" Plug In Baby "" , "" Time Is Running Out "" , "" Super Massive Black Hole "" )",0.8333333333333334
gigantiske øyeblikk,0.8333333333333334
underholdende,0.8333333333333334
lander på den rette siden av det latterlige,0.8333333333333334
lokker frem de gode gysningene,0.8333333333333334
lokker frem de gode gysningene,0.8333333333333334
lokker frem de gode gysningene,0.8333333333333334
hovedproblemet,0.6666666666666666
slitsomme,0.3333333333333333
slitsomme,0.3333333333333333
mindre behagelige,0.3333333333333333
mindre behagelige,0.3333333333333333
parodiske,0.3333333333333333
Grensen mellom parodi og patos er mer utydelig,0.3333333333333333
tar luven av de gode låtene,0.3333333333333333
gode,0.8333333333333334
Kunne de bare hive de verste musikalelementene til hundene neste gang,0.3333333333333333
Hjerte-skjærende følelsesløst,0.6666666666666666
Hjerte-skjærende følelsesløst,1.0
Endelig settes fjorårets gullpalmevinner fra Cannes opp på kino i Stavanger,1.0
Ikke et sekund for tidlig,1.0
usedvanlig velspilte,1.0
gripende,1.0
verd ventetiden,1.0
fantastiske og effektive måten å fortelle,1.0
fantastiske og effektive måten å fortelle en filmhistorie,1.0
fantastiske og effektive måten å fortelle,1.0
fantastiske og effektive måten å fortelle,1.0
fantastiske og effektive måten å fortelle,1.0
aldri har det vært gjort så sterkt og gripende,1.0
stor filmlykke,1.0
imponerende,1.0
uforglemmelig,1.0
glemmer du fort,0.3333333333333333
i ferd med å bli slukt av Hollywood ?,0.3333333333333333
helt greit,0.5
mangler noe som ligner særpreg,0.3333333333333333
A4-film,0.16666666666666666
velbrukt oppskrift,0.16666666666666666
Kjente fjes,0.8333333333333334
kvaliteten aldri dropper under middels,0.8333333333333334
har mye mer inne som filmskaper enn han har fått muligheten til å bevise her,0.8333333333333334
Kormákur har mye mer inne som filmskaper enn han har fått muligheten til å bevise her,0.3333333333333333
Begrenset rekkevidde,0.3333333333333333
sett utallige ganger,0.3333333333333333
ingenting som skiller,0.3333333333333333
begrenset rekkevidde,0.3333333333333333
viss karisma,0.5
"hovedfokuset hele tiden ligger på ham selv , mens andre virker nedprioriterte",0.3333333333333333
bedre skuespiller,0.8333333333333334
bedre skuespiller som Ben Foster blir kuttet ned til et minste felles multiplum,0.3333333333333333
fin flyt,0.8333333333333334
eksplosiv action,0.8333333333333334
får følelsen av å være på en spennende tur med gutta,0.8333333333333334
behersker denne delen av filmspekteret,0.8333333333333334
sett mange ganger før,0.3333333333333333
Originaliteten er lav,0.3333333333333333
noe anstrengte,0.16666666666666666
fort glemt,0.3333333333333333
ikke forventer deg all verden av kvalitet,0.3333333333333333
underholder nok til å være verdt en kikk,0.8333333333333334
glatt action,0.5
fort glemt,0.3333333333333333
bedre,0.3333333333333333
Spansk og svingende,0.8333333333333334
driftige,0.8333333333333334
Det gikk så bra at den fikk en avlegger,0.8333333333333334
strålende opplagt,0.8333333333333334
rikholdige,0.8333333333333334
må man til og med betale for brødet,0.3333333333333333
29 kroner for fire skiver bakverk er stivt,0.3333333333333333
sukket,0.3333333333333333
Det kunne de i det minste ha bydd sine gjester på,0.3333333333333333
stort,0.8333333333333334
variert,0.8333333333333334
innbydende,0.8333333333333334
svært varierte smaksopplevelser,1.0
uformell og morsom,0.8333333333333334
pirret smaksløkene,0.8333333333333334
harmonerte usedvanlig bra,1.0
lekkert presentert,0.8333333333333334
kraftige saker som avstedkom applaus,1.0
God mottakelse,0.8333333333333334
nydelig sjy,0.8333333333333334
smaksrike lekkerbiskener,0.8333333333333334
skuffet,0.3333333333333333
Dvaske og tamme,0.3333333333333333
bløte både utenpå og inni,0.3333333333333333
uforskammet dyre,0.3333333333333333
syltynne,0.3333333333333333
"garantert ikke skåret for hånd , slik man ser skinkekokkene briljere på barene i Sevilla",0.3333333333333333
vendte tommelen ned,0.3333333333333333
bleke,0.3333333333333333
manglet hvitløksfuttet,0.3333333333333333
godkjent,0.5
kunne vært saftigere,0.3333333333333333
hadde vunnet på en litt grovere malt kjøttfarse,0.16666666666666666
-Der gikk du ikke glipp av noe,0.3333333333333333
snurt,0.3333333333333333
Det er nok veldig lenge siden den var ute og svømte,0.3333333333333333
frisk opplevelse som matchet den varme sommerkvelden perfekt,0.8333333333333334
overraskende og hyggelig bekjentskap,0.8333333333333334
blide kelnere,0.8333333333333334
hyggelige og uformelle interiør,0.8333333333333334
svært varierende,0.3333333333333333
Noe var høyst forglemmelig,0.3333333333333333
"det som var godt , var til gjengjeld veldig godt",0.8333333333333334
forutsigbart,0.3333333333333333
gøyalt,0.8333333333333334
glad,0.8333333333333334
skikkelig,0.8333333333333334
koste meg,0.8333333333333334
altfor langt mellom de store spenningsmomentene,0.3333333333333333
sin egen vri,0.8333333333333334
For mange digresjoner,0.3333333333333333
Denne sesongen av Merlin er mer actionfylt,0.3333333333333333
mer actionfylt enn de første to,0.8333333333333334
Dessverre holdes formen med avsluttende episoder ved like,0.3333333333333333
ødelegger,0.6666666666666666
ødelegger spenningskurven,0.6666666666666666
interessant,0.8333333333333334
spennende,0.8333333333333334
river meg ut av fortellingen,0.6666666666666666
kan være artige i seg selv,0.5
digresjoner,0.3333333333333333
blåser i,0.6666666666666666
fyllmasse for å dra ut serien,0.3333333333333333
Heldigvis tar,1.0
Heldigvis tar serien seg veldig opp mot slutten,0.8333333333333334
spennende,0.8333333333333334
skulle ønske det var hele veien,0.3333333333333333
skulle likt å se,0.3333333333333333
hadde,0.3333333333333333
klisjéer,0.3333333333333333
sjarmerende,0.8333333333333334
stagnert,0.3333333333333333
begynner å gå tom for ting å spille på,0.3333333333333333
kun to ansiktsuttrykk,0.3333333333333333
begynner også å bli gammelt nytt,0.3333333333333333
på tide at de utvikler seg litt,0.3333333333333333
aldri utfordrer den,0.3333333333333333
i fare for å bli vante klisjéer av seg selv,0.3333333333333333
potenisale,0.8333333333333334
alle de negative sidene,0.3333333333333333
koselig,0.8333333333333334
tanketom underholdning,0.16666666666666666
passer,0.8333333333333334
spent,0.5
lovende,0.8333333333333334
ikke lykkes helt i sin skildring av lengsel,0.16666666666666666
gjenkjennelige,0.5
improviserer fram en svært realistisk atmosfære,0.8333333333333334
så overbevisende framstilt at,1.0
gjør,0.3333333333333333
Ikke sjekk rollelista,0.16666666666666666
ikke funker tilfredsstillende,0.3333333333333333
for kort,0.3333333333333333
kjenner ikke Kaisa godt nok til å tro på det som skjer,0.3333333333333333
oppstår et toneskifte der,0.3333333333333333
lengsel som gir seg utslag i en voldsom projisering,0.3333333333333333
godt å se,0.8333333333333334
ble også lagt merke til,0.8333333333333334
vellykket,0.8333333333333334
Velkjent,0.8333333333333334
takk og lov,0.8333333333333334
tilhører den sjeldne kategorien spillserier som aldri skuffer,0.8333333333333334
eksklusive topphyllen,0.8333333333333334
blitt selve symbolet på tradisjonelle strategispill,0.8333333333333334
fnyser av moderne vrier og såkalte « nyvinninger »,0.8333333333333334
strategi av den gamle skolen,0.8333333333333334
slik våre forfedre spilte,0.8333333333333334
fortjener den æren,0.8333333333333334
rett og slett såpass bra,0.8333333333333334
kan det bli litt tullete og overdrevet til tider,0.8333333333333334
ikke nok til å hindre at man sitter og virkelig fryder seg,0.8333333333333334
utallige kunstige nyhetsinnslag,0.8333333333333334
intriger på toppnivå,0.8333333333333334
Kompetente,0.8333333333333334
godt,0.8333333333333334
skader heller ikke,0.8333333333333334
styrker,0.8333333333333334
svakheter,0.8333333333333334
lite trivelige,0.3333333333333333
"Klarer du å fullføre begge kampanjene , åpnes også en liten tilleggskampanje",0.8333333333333334
morsomt,0.8333333333333334
hel rekke spennende enheter,0.8333333333333334
noen virkelig kraftige,0.8333333333333334
ikke snakk om superenheter,0.16666666666666666
superenheter,0.8333333333333334
finnes gode måter å bekjempe samtlige på,0.8333333333333334
kjører utmerket selv på litt eldre maskiner,0.8333333333333334
ikke på grafikkfronten,0.3333333333333333
ikke,0.3333333333333333
revolusjonere sanntidsstrategi-sjangeren,0.8333333333333334
revolusjonere sanntidsstrategi-sjangeren,0.8333333333333334
perfeksjon av det gamle,0.8333333333333334
kjempegod jobb,0.8333333333333334
ingen kvaler med å utrope,1.0
nærmest klinisk ren for nyskapninger,0.8333333333333334
Romantisk,0.8333333333333334
fantasifull,0.8333333333333334
stort hjerte,0.8333333333333334
større skjebne,0.8333333333333334
bedårende,0.8333333333333334
fabelaktig innsats,1.0
uforståelig,0.6666666666666666
ødelegger for filmens nerve og mystikk,0.3333333333333333
skummer bare overflaten,0.3333333333333333
lite troverdig,0.3333333333333333
klarer ikke å fange og videreformidle magien,0.16666666666666666
underholdende,0.8333333333333334
klarer,0.8333333333333334
klarer,0.8333333333333334
appellere mest til de mer romantiske av kinogjengerne,0.16666666666666666
Spektakulær,1.0
glimrande,1.0
stort hell,0.8333333333333334
alt frå heftig natur,0.8333333333333334
noko av det stiligaste i filmen,1.0
vellukka,0.8333333333333334
"aldri rekk å miste farten , men vert ei sterk reise frå start til slutt",0.8333333333333334
stikk seg ut negativt,0.3333333333333333
intensiteten er skrudd litt for mykje til,0.3333333333333333
overdriven,0.3333333333333333
elles kjennest heilt naturleg,0.8333333333333334
klart å lage ei herleg reise,0.8333333333333334
klart å lage ei herleg reise,0.8333333333333334
representerer alle delane av den moderne skikøyringa,0.8333333333333334
representerer alle delane av den moderne skikøyringa,0.8333333333333334
god kameravinkel,0.8333333333333334
God bruk,0.8333333333333334
viser fram idretten på sitt beste,0.8333333333333334
spektakulære,1.0
imponerande,0.8333333333333334
Krev ikkje forkunnskapar,0.8333333333333334
Sjarmerande !,0.8333333333333334
klarar uansett å gjere deg kjend nok med,0.8333333333333334
utrulege,1.0
innblikk i den utrulege gleda,1.0
treng ikkje ha kjennskap,0.8333333333333334
imponerande uansett,0.8333333333333334
god,0.8333333333333334
verkeleg kjem til sin rett,0.8333333333333334
god kamerabruk,0.8333333333333334
skraper bunnen av kreativitetstønna,0.6666666666666666
finnes noe fint,0.5
slengt på i siste liten,0.3333333333333333
overflødig,0.3333333333333333
flotte nok i seg selv,0.8333333333333334
"nydelig , nyansert mimikk",1.0
males ut i barokk detalj,0.8333333333333334
upåklagelig tempo,0.8333333333333334
snedige og selektive valg fra eventyrboka,0.8333333333333334
griper og holder på oppmerksomheten,0.8333333333333334
bedre enn den dvaske « Shrek den tredje »,0.8333333333333334
dvaske,0.3333333333333333
Filmen er bedre,0.3333333333333333
har ikke friskheten til de to første filmene,0.3333333333333333
Bunnen av tønna,0.6666666666666666
ikke helt har mestret entreen inn i det småborgerlige,0.3333333333333333
bærer sitt nye liv som en litt for trang dress,0.3333333333333333
minner mer om kongen av Queens enn mørkets ridder,0.3333333333333333
kjedeligere,0.3333333333333333
mer satte,0.3333333333333333
uoverveid skifte i manusforfattere,0.3333333333333333
føles unektelig som om man skaper bunnen av kreativitetstønna,0.6666666666666666
gjenfortelling av den første filmen,0.3333333333333333
Hyggelig,0.8333333333333334
fin,0.8333333333333334
gyllen etterglød,0.8333333333333334
gnistre litt,0.8333333333333334
mindre kul enn før,0.3333333333333333
betyr ikke at han ikke er hyggelig å henge med,0.8333333333333334
kjedelige,0.3333333333333333
kan eksplodere på film,0.8333333333333334
nyansert kvinnelig hovedrolle,0.8333333333333334
nyansert,0.8333333333333334
hyggelige,0.8333333333333334
unngår,0.5
rotete,0.3333333333333333
oftest redusert til et objekt for mannlig forelskelse,0.3333333333333333
passive pappfigurer med yndige attributter,0.3333333333333333
tettsittende klær,0.3333333333333333
tårevått blikk,0.3333333333333333
fått mer bein i nesa,0.8333333333333334
umodne,0.3333333333333333
skaper iallfall kvinner med styrke,0.8333333333333334
fanget vår oppmerksomhet,0.8333333333333334
lar,0.8333333333333334
bredt register av følelser,1.0
Regnbuen av mørke og lyse emosjoner tvinger seg fram,1.0
virker,0.8333333333333334
skikkelig flott,0.8333333333333334
Skryt,0.8333333333333334
alkoholiserte,0.3333333333333333
uflidde,0.3333333333333333
har gjort suksess som skuespiller,0.8333333333333334
strever privat,0.3333333333333333
beste scenene,0.8333333333333334
tilfører intens energi,0.8333333333333334
innbitt raseri,0.8333333333333334
bra,0.8333333333333334
5-eren,0.8333333333333334
tam 4-er,0.5
5-eren triller til en tam 4-er,0.16666666666666666
detter energien,0.3333333333333333
flere,0.3333333333333333
får for lite konflikter å spille på,0.8333333333333334
bare å kysse i vei i kinosetene,0.8333333333333334
terningen vipper til 5 igjen straks,0.8333333333333334
sterke,0.8333333333333334
severdig,0.8333333333333334
lekker,0.8333333333333334
lekker låt,0.8333333333333334
lekker låt sunget av Eili Harboe,0.8333333333333334
Ta vare på,1.0
framtiden foran seg,0.8333333333333334
ikke sikkert du trenger den i dag,0.16666666666666666
ubetinget suksess,1.0
utmerket brukervennlighet,1.0
råtass,0.8333333333333334
16 tunere,0.8333333333333334
harddisk på 500 gigabyte,0.8333333333333334
gir plass til rundt 140 timer med opptak,0.8333333333333334
innebygget trådløsruter,0.8333333333333334
støtte for IP-telefoni,0.8333333333333334
støtte for Dolby Digital Plus-lyd,0.8333333333333334
betydelig mindre enn sin forgjenger,0.8333333333333334
smalere,0.8333333333333334
firkantet heller enn rektangulær,0.8333333333333334
fullstendig likt som før,0.5
fullstendig likt som før,0.5
riktig så pene,1.0
like stor som avstanden mellom en supermodell og en kassebil fra 70-tallet,0.3333333333333333
supermodell,0.8333333333333334
kassebil fra 70-tallet,0.16666666666666666
vi er godt vant med fjernkontrollen,0.8333333333333334
liker,0.8333333333333334
ble,0.3333333333333333
aldri lagt merke til sus eller annen viftestøy,0.8333333333333334
mulig harddisken også er bedre isolert,0.8333333333333334
usedvanlig vanskelig å høre,1.0
gode nyheter,1.0
ikke noe problem,0.8333333333333334
som før,0.8333333333333334
utstyrt med en betydelig raskere prosessor enn forgjengeren,1.0
betydelig raskere,1.0
merkbart raskere,1.0
merkbart raskere,1.0
alt fra kanalveksling til å bla gjennom menyene er merkbart raskere,1.0
kjærkomment,1.0
aldri har vært treg,0.8333333333333334
ikke utmerket seg som noe fartsmonster,0.16666666666666666
Skuffelsen,0.6666666666666666
2,0.3333333333333333
per i dag alt er som før,0.16666666666666666
kan ta opp to programmer samtidig,0.8333333333333334
"kan ta opp to programmer samtidig , men ikke noe mer",0.16666666666666666
mer enn én gang har opplevd såkalt opptakskonflikt,0.3333333333333333
stor skuffelse,0.6666666666666666
ikke mulig,0.6666666666666666
fungerer utmerket,1.0
fungerer utmerket,1.0
oppvisning i brukervennlighet,1.0
oppvisning i brukervennlighet,1.0
oppleves,0.8333333333333334
strålende,1.0
svært solid,1.0
grei ruter for de fleste,0.8333333333333334
grei,0.8333333333333334
for de fleste,0.8333333333333334
fungerer som en trådløsruter,0.8333333333333334
støtter både,0.8333333333333334
rask og raskere,1.0
fungerer,0.8333333333333334
har ikke opplevd ustabilitet av noe slag underveis,1.0
"både nettbrett , smartmobiler og bærbare har trivdes godt",1.0
For enkelte vil det imidlertid være noen ganske store men her,0.3333333333333333
alvorligste,0.6666666666666666
Ruter-rot med tilkoblinger,0.3333333333333333
mange rutere simpelthen er bedre,0.3333333333333333
støtter blant annet såkalt retningsstyring,0.8333333333333334
støtter derimot ikke den ferske AC-standarden,0.3333333333333333
"Har du en nyere bærbar som støtter denne standarden , som er betydelig raskere enn for eksempel et vanlig 5GHz-signal , vil du med andre ord ikke kunne bruke denne sammen med Get box II for å få maksimal hastighet",0.3333333333333333
vitsen med å samle alt i én boks litt borte,0.3333333333333333
til å leve med for de fleste,0.5
for nittifem prosent av Get-kundene vil ikke dette være noen ulempe i dag,0.8333333333333334
det er mulig å koble til en trådløs ruter til Get box II,0.8333333333333334
modulbasert,0.8333333333333334
senere versjoner av boksen vil kunne inneholde ac-standarden,0.8333333333333334
vil,1.0
Gode nyheter,1.0
Verre,0.3333333333333333
et salig rot,0.6666666666666666
stygg,0.6666666666666666
rett og slett litt forvirrende,0.3333333333333333
har litt å jobbe med når det kommer til brukervennlighet,0.3333333333333333
mangler,0.3333333333333333
mistenker at en del Get-kunder ikke er så opptatt av,0.5
ikke utgjør noen stor revolusjon sammenliknet med hva du allerede finner i HD PVR,0.16666666666666666
merkbart raskere,0.8333333333333334
mindre,0.8333333333333334
har utvidede opptaksmuligheter i form av en større harddisk,0.8333333333333334
finnes strengt tatt ikke,0.3333333333333333
Get jobber med lanseringsplaner for neste år som virkelig kan gjøre,1.0
mest spennende,0.16666666666666666
Ikke bare må du betale 499 kroner i et engangsgebyr for å bytte boks,0.3333333333333333
må også legge ut 360 kroner ekstra det første året på grunn av høyere månedsleie,0.3333333333333333
har du,0.6666666666666666
Sær,0.16666666666666666
flott fortalt,0.8333333333333334
meget spesiell og sær,0.5
vokser,0.8333333333333334
sært og spesielt,0.16666666666666666
sære og meget spesielle henger over,0.3333333333333333
sære og meget spesielle henger over åpningen,0.3333333333333333
farlig nær karikaturen,0.3333333333333333
vokser på en vettug måte,0.8333333333333334
"kan vi , gradvis , ta til oss illusjonen om troverdighet",0.8333333333333334
levende,0.8333333333333334
detaljerte,0.8333333333333334
fiffig,0.8333333333333334
appetittlig fremført !,1.0
en av historiens mest klassiske,1.0
håndtert dette relativt bra,0.8333333333333334
absolutt ingen dårlig ide,0.8333333333333334
gjort mye riktig,0.8333333333333334
glimrende ide,1.0
ikke ødelagt av at vi skal ikle oss Al Pacinos skikkelse,0.8333333333333334
liker,0.8333333333333334
"svært dyktige til å gjenskape New Yorks gater , bygninger , språk og stemning",1.0
føles som en Gudfaren-verden,0.8333333333333334
